No,Time,Sample Type,Label,6Li (KED),23Na (KED) [ppb],24Mg (KED) [ppb],27Al (KED) [ppb],39K (KED) [ppb],44Ca (KED) [ppb],32S (KED) [ppb],51V (KED) [ppb],52Cr (KED) [ppb],55Mn (KED) [ppb],57Fe (KED) [ppb],59Co (KED) [ppb],60Ni (KED) [ppb],63Cu (KED) [ppb],66Zn (KED) [ppb],71Ga (KED) [ppb],72Ge (KED) [ppb],75As (KED) [ppb],77Se (KED) [ppb],88Sr (KED) [ppb],95Mo (KED) [ppb],105Pd (KED) [ppb],107Ag (KED) [ppb],111Cd (KED) [ppb],182W (KED) [ppb],45Sc (KED),208Pb (KED) [ppb],89Y (KED),113In (KED),209Bi (KED),238U (KED) [ppb],159Tb (KED),Date,Notes,Type,31P (KED) [ppb],90Zr (KED) [ppb],115In (KED),118Sn (KED) [ppb],130Te (KED) [ppb],47Ti (KED) [ppb],195Pt (KED) [ppb],232Th (KED) [ppm],45Sc (KED) [ppb]
,,,RSD [%]:,47.50730938,59.13900872,70.2800267,60.59673642,58.88225456,49.07029116,58.19332845,47.4638869,44.49761714,57.32566989,63.85395341,46.37693571,51.60629022,48.09398671,48.94254483,38.57260715,80.93093492,35.69679662,65.2808573,29.30308426,73.58313713,29.62307467,28.24636476,14.66254872,41.97670316,51.32477335,15.61187137,18.70829998,14.60584331,20.82738382,58.42896765,39.77969847,,ECAL_Bloom(Prather)_20260224.csv,,7.905650081,,,,,,,77.32393121,
,,,SD:,0.00%,3823.322371,457.1866708,223.6189537,47287.07841,2015.882807,18203926.77,163.0167605,63.84452182,102.7561368,862.0033476,41.94453966,188.6339133,472.661234,7459.287277,45.55719347,962.1972519,371.6603564,1784.198674,204.9306527,582579.7115,5389.135139,1646.870137,112.6717994,2045.235203,0.00%,48.74120919,0.00%,0.00%,0.00%,36.23241985,0.00%,,ECAL_Bloom(Prather)_20260224.csv,,0.134124184,,,,,,,4.50E-06,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
No,,Sample Type,Label,6Li (KED),23Na (KED) [ppb],24Mg (KED) [ppb],27Al (KED) [ppb],39K (KED) [ppb],44Ca (KED) [ppb],32S (KED) [ppb],51V (KED) [ppb],52Cr (KED) [ppb],55Mn (KED) [ppb],57Fe (KED) [ppb],59Co (KED) [ppb],60Ni (KED) [ppb],63Cu (KED) [ppb],66Zn (KED) [ppb],71Ga (KED) [ppb],72Ge (KED) [ppb],75As (KED) [ppb],77Se (KED) [ppb],88Sr (KED) [ppb],95Mo (KED) [ppb],105Pd (KED) [ppb],107Ag (KED) [ppb],111Cd (KED) [ppb],182W (KED) [ppb],45Sc (KED),208Pb (KED) [ppb],89Y (KED),113In (KED),209Bi (KED),238U (KED) [ppb],159Tb (KED),,ECAL_Bloom(Prather)_20260224.csv,,31P (KED) [ppb],,,,,,,232Th (KED) [ppm],
10,,UNKNOWN,08_Rinse,0.10%,4473.898936,450.5434124,327.8753811,66408.13258,3341.54402,23807775.39,184.416046,142.8783858,211.987185,1973.452146,79.84993502,316.9764289,1149.522746,14693.99823,128.2319356,422.7546682,917.2597071,1181.167646,1513.143779,474898.4038,-35547.56599,5178.927024,998.3000377,7937.316054,0.00%,344.6549414,0.00%,0.00%,0.00%,56.66115158,0.00%,,ECAL_Bloom(Prather)_20260224.csv,,-1.711061531,,,,,,,4.46E-06,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
10,,,1,0.10%,2510.114386,230.6620149,182.0184314,43390.25141,2946.314955,14341175.21,146.8631244,130.03337,188.0113742,1369.710846,80.36465798,357.1078607,1183.559855,12596.4513,182.1267191,-0.017897064,900.2097639,1150.178723,2550.157704,693750.5608,-41038.08391,4484.119361,834.9643155,4990.642363,0.00%,334.4808262,0.00%,0.00%,0.00%,41.33924347,0.00%,,ECAL_Bloom(Prather)_20260224.csv,,-1.56605656,,,,,,,1.81E-06,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
10,,,2,0.10%,4090.243244,422.339044,374.4807962,69961.23338,4312.546185,23178600.98,258.9390694,210.5540755,286.1876181,3244.988259,99.82746418,491.2757007,1585.650087,21379.87065,116.0680315,1281.270378,1357.687512,1589.58528,2641.181758,-584.8009845,-12025.60975,3021.872916,575.2767824,9404.399292,0.00%,315.4979326,0.00%,0.10%,0.00%,42.99590036,0.00%,,ECAL_Bloom(Prather)_20260224.csv,,-1.880234137,,,,,,,2.19E-06,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
10,,,3,0.10%,6271.104277,660.0912614,418.6750251,94142.06915,5595.211673,33127404.73,204.6073492,187.0834704,321.1573757,2439.61648,149.3722463,300.3283745,1371.194411,17177.20853,185.048402,832.5566541,1044.723705,1340.369248,608.909605,-584.8009845,-46568.51599,5710.549219,1283.380803,5428.262235,0.00%,350.6310843,0.00%,0.00%,0.00%,74.11012163,0.00%,,ECAL_Bloom(Prather)_20260224.csv,,-1.711061392,,,,,,,4.84E-06,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
10,,,4,0.10%,5586.332293,589.4364073,428.9843923,64878.16404,2152.346664,27178140.69,110.0551007,75.68854956,97.25128306,718.9570463,23.68541822,188.6147267,603.5752,8039.584743,45.95292281,-0.017897064,466.8364103,693.9202554,625.9258893,745370.8977,-32312.23413,5678.069477,1026.447855,9078.436643,0.00%,360.1874358,0.00%,0.00%,0.00%,60.31140444,0.00%,,ECAL_Bloom(Prather)_20260224.csv,,-1.614391507,,,,,,,6.03E-06,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
10,,,5,0.10%,3911.700479,350.1883344,235.2182608,59668.94495,1701.300622,21213555.33,201.6155864,111.0324638,167.3282738,2093.9881,45.99988841,247.555482,1003.634179,14276.87594,111.9636025,-0.017897064,816.8411442,1131.784722,1139.543938,936540.1626,-45793.38615,7000.024148,1271.430432,10784.83974,0.00%,362.4774282,0.00%,0.00%,0.00%,64.549088,0.00%,,ECAL_Bloom(Prather)_20260224.csv,,-1.783564059,,,,,,,7.41E-06,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,Mean:,0.10%,4473.898936,450.5434124,327.8753811,66408.13258,3341.54402,23807775.39,184.416046,142.8783858,211.987185,1973.452146,79.84993502,316.9764289,1149.522746,14693.99823,128.2319356,422.7546682,917.2597071,1181.167646,1513.143779,474898.4038,-35547.56599,5178.927024,998.3000377,7937.316054,0.00%,344.6549414,0.00%,0.00%,0.00%,56.66115158,0.00%,,ECAL_Bloom(Prather)_20260224.csv,,-1.711061531,,,,,,,4.46E-06,
,,,RSD [%]:,40.82483449,33.12898958,38.82866793,34.26918056,27.7599415,47.98168668,29.32383983,31.14643519,38.69690287,42.94877298,49.30438379,61.13785041,36.50725782,32.5451866,33.98019041,44.9933031,141.985253,35.47266859,27.85363679,66.84521515,93.36253387,40.28611854,28.9374498,30.14654611,32.45308091,47.71426819,5.708303939,86.55110568,32.43960338,6.220574653,24.98268942,51.49962271,,ECAL_Bloom(Prather)_20260224.csv,,7.406833272,,,,,,,54.37951219,
,,,SD:,0.00%,1482.157512,174.9400055,112.3602064,18434.85876,1603.329182,6981353.922,57.43902426,55.28951019,91.04589481,972.9984201,48.81853383,115.7194021,374.1143228,4993.048578,57.69578346,600.2492852,325.376496,328.9981459,1011.464215,443377.1831,14320.73457,1498.649408,300.9529812,2575.903601,0.00%,19.6739516,0.00%,0.00%,0.00%,14.15547952,0.00%,,ECAL_Bloom(Prather)_20260224.csv,,0.126735475,,,,,,,2.42E-06,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
No,,Sample Type,Label,6Li (KED),23Na (KED) [ppb],24Mg (KED) [ppb],27Al (KED) [ppb],39K (KED) [ppb],44Ca (KED) [ppb],32S (KED) [ppb],51V (KED) [ppb],52Cr (KED) [ppb],55Mn (KED) [ppb],57Fe (KED) [ppb],59Co (KED) [ppb],60Ni (KED) [ppb],63Cu (KED) [ppb],66Zn (KED) [ppb],71Ga (KED) [ppb],72Ge (KED) [ppb],75As (KED) [ppb],77Se (KED) [ppb],88Sr (KED) [ppb],95Mo (KED) [ppb],105Pd (KED) [ppb],107Ag (KED) [ppb],111Cd (KED) [ppb],182W (KED) [ppb],45Sc (KED),208Pb (KED) [ppb],89Y (KED),113In (KED),209Bi (KED),238U (KED) [ppb],159Tb (KED),,ECAL_Bloom(Prather)_20260224.csv,,31P (KED) [ppb],,,,,,,232Th (KED) [ppm],
11,,UNKNOWN,915PMC_air,107.70%,10475.36929,1186.013854,136.1013665,377.9559426,500.0803646,1323.313354,0.252646244,1.991092609,2.13313951,123.1831673,0.054567214,3.245427225,18.25630108,21.21613456,0.043447348,0.520335944,0.111050983,0.042195914,10.12026917,201624.7882,-96.67847443,2.383175224,0.373512519,23.10860734,102.30%,3.922294312,103.90%,102.40%,97.80%,0.037708611,112.10%,,ECAL_Bloom(Prather)_20260224.csv,,770.1988934,,,,,,,0.001518901,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
11,,,1,106.00%,10509.05066,1198.217226,138.8175195,381.1964208,508.8995006,1910.649775,0.270549976,2.000900192,2.128548943,122.8529242,0.054548895,3.238581332,18.39608844,21.42709984,0.045182867,0.453144714,0.11582026,0.057230036,10.10561382,199691.4595,-105.1517272,1.73912146,0.34091391,25.19715509,101.10%,4.056243885,103.80%,101.90%,96.30%,0.048081485,109.90%,,ECAL_Bloom(Prather)_20260224.csv,,773.69309,,,,,,,0.002497529,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
11,,,2,111.90%,10291.89044,1165.155485,131.3651642,372.913096,503.9621474,1079.526983,0.243151301,1.984978644,2.097396175,122.2276511,0.057525236,3.227699878,18.03762879,20.91375884,0.038227308,0.582893775,0.107931209,0.0458053,10.07266354,201342.1673,-58.72771251,2.073312804,0.392477028,22.86849549,102.80%,3.927100488,105.50%,102.40%,96.70%,0.041161059,111.10%,,ECAL_Bloom(Prather)_20260224.csv,,764.280103,,,,,,,0.001737065,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
11,,,3,107.50%,10476.49216,1172.901997,135.6533868,381.5264785,502.296709,1099.926072,0.241763699,1.97039194,2.150871776,124.8650096,0.049679589,3.266707481,18.20256504,21.16279993,0.045366653,0.608475875,0.104777456,0.041307673,10.10803514,197255.2755,-127.1664229,2.526404565,0.368442593,22.98901298,103.00%,3.903954482,103.10%,104.50%,98.60%,0.034236938,113.30%,,ECAL_Bloom(Prather)_20260224.csv,,769.2891166,,,,,,,0.001345194,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
11,,,4,104.10%,10761.08716,1198.1338,139.2402813,379.6357416,489.6513249,1427.938681,0.262157357,1.985453156,2.129636,123.8103026,0.056153037,3.213080481,18.21761121,21.35249792,0.047907031,0.364026939,0.121528711,0.033277159,10.22414029,205355.1475,-92.32238704,2.736807626,0.39422765,22.03294407,103.50%,3.893899338,103.20%,102.10%,98.70%,0.032824722,112.80%,,ECAL_Bloom(Prather)_20260224.csv,,781.4607862,,,,,,,0.001110545,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
11,,,5,108.80%,10338.32604,1195.660762,135.4304807,374.5079763,495.5921412,1098.525259,0.245608885,2.013739112,2.159244654,122.1599489,0.05492931,3.281066951,18.42761191,21.22451625,0.040552881,0.593138417,0.105197281,0.0333594,10.09089305,204479.8911,-100.0241226,2.840229667,0.371501414,22.45542909,101.00%,3.830273365,103.80%,100.90%,98.70%,0.03223885,113.00%,,ECAL_Bloom(Prather)_20260224.csv,,762.2713711,,,,,,,0.00090417,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,Mean:,107.70%,10475.36929,1186.013854,136.1013665,377.9559426,500.0803646,1323.313354,0.252646244,1.991092609,2.13313951,123.1831673,0.054567214,3.245427225,18.25630108,21.21613456,0.043447348,0.520335944,0.111050983,0.042195914,10.12026917,201624.7882,-96.67847443,2.383175224,0.373512519,23.10860734,102.30%,3.922294312,103.90%,102.40%,97.80%,0.037708611,112.10%,,ECAL_Bloom(Prather)_20260224.csv,,770.1988934,,,,,,,0.001518901,
,,,RSD [%]:,2.740949523,1.755150174,1.330398318,2.332535399,1.05326813,1.505303133,27.13544737,5.119256654,0.835418699,1.125796809,0.933652031,5.442941036,0.861992212,0.870785506,0.935128416,9.076979117,20.59358785,6.615437281,23.62389983,0.590454354,1.663120001,25.71234143,19.51617413,5.806051102,5.307754544,1.113957371,2.116878737,0.922356884,1.283891833,1.215681399,18.0514861,1.313282527,,ECAL_Bloom(Prather)_20260224.csv,,1.00097408,,,,,,,41.3797016,
,,,SD:,3.00%,183.8584624,15.77870836,3.174612552,3.980889489,7.527725397,359.0869987,0.01293361,0.01663396,0.024014817,1.150102143,0.002970061,0.02797533,0.158973224,0.198398103,0.003943707,0.10715584,0.007346508,0.00996832,0.05975557,3353.26218,24.85829943,0.465104626,0.021686328,1.226548156,1.10%,0.083030214,1.00%,1.30%,1.20%,0.006806965,1.50%,,ECAL_Bloom(Prather)_20260224.csv,,7.709491286,,,,,,,0.000628517,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
No,,Sample Type,Label,6Li (KED),23Na (KED) [ppb],24Mg (KED) [ppb],27Al (KED) [ppb],39K (KED) [ppb],44Ca (KED) [ppb],32S (KED) [ppb],51V (KED) [ppb],52Cr (KED) [ppb],55Mn (KED) [ppb],57Fe (KED) [ppb],59Co (KED) [ppb],60Ni (KED) [ppb],63Cu (KED) [ppb],66Zn (KED) [ppb],71Ga (KED) [ppb],72Ge (KED) [ppb],75As (KED) [ppb],77Se (KED) [ppb],88Sr (KED) [ppb],95Mo (KED) [ppb],105Pd (KED) [ppb],107Ag (KED) [ppb],111Cd (KED) [ppb],182W (KED) [ppb],45Sc (KED),208Pb (KED) [ppb],89Y (KED),113In (KED),209Bi (KED),238U (KED) [ppb],159Tb (KED),,ECAL_Bloom(Prather)_20260224.csv,,31P (KED) [ppb],,,,,,,232Th (KED) [ppm],
12,,UNKNOWN,915PMS_air,113.70%,2650.478813,727.1776045,773.2721463,597.9589629,417.5918873,106.9094659,1.910840229,3.083935181,19.23810819,1116.931956,0.424064781,2.197652231,6.146021724,24.66001433,0.271147885,3.870204427,0.361800016,0.245614148,8.866840798,557828.6813,-53.92458915,1.660845916,1.984665024,58.2389962,108.70%,4.064609799,109.80%,108.30%,104.60%,0.072951616,116.60%,,ECAL_Bloom(Prather)_20260224.csv,,310.5751034,,,,,,,0.000538149,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
12,,,1,114.60%,2665.5329,729.1423211,775.0010054,599.6649672,416.3042238,529.392901,1.875939432,3.051091434,18.84738558,1113.887018,0.437673445,2.223344066,6.237354215,25.2553885,0.272968197,3.603847947,0.359906231,0.241995253,9.088301978,564535.197,-94.9426339,1.282490544,2.021871022,58.24956503,107.60%,4.055092357,108.10%,107.80%,104.70%,0.072750721,116.30%,,ECAL_Bloom(Prather)_20260224.csv,,306.5999014,,,,,,,0.000548306,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
12,,,2,114.30%,2627.605234,710.2212471,763.3215642,604.091474,411.0545883,375.4835949,1.929544931,3.098385023,19.34903652,1117.134028,0.417258331,2.148637641,6.061055361,24.33463043,0.266581663,4.321682933,0.354567863,0.18993639,8.64463551,563811.5943,-5.83254381,1.486569091,1.895199118,58.52312277,108.50%,4.10875404,110.80%,108.10%,103.90%,0.073756929,116.70%,,ECAL_Bloom(Prather)_20260224.csv,,308.0264969,,,,,,,0.000543879,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
12,,,3,111.70%,2695.144643,734.1384256,783.9768173,593.2239992,420.4527472,128.391281,1.902056757,3.084742395,19.21605863,1113.040358,0.423441378,2.207231193,6.18261115,24.38935418,0.270785356,3.897052529,0.375458325,0.25311617,8.831280843,546298.9183,-63.28267578,1.693700041,2.05762802,57.04252821,108.20%,4.037779847,110.30%,109.00%,105.00%,0.072154073,117.80%,,ECAL_Bloom(Prather)_20260224.csv,,314.3132748,,,,,,,0.000528141,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
12,,,4,116.10%,2574.476257,722.3933017,761.3610873,591.4034724,413.1298216,-244.3396336,1.917555904,3.060288043,19.41081624,1130.517032,0.412379661,2.222600134,6.083967716,24.79328083,0.279916016,3.531827877,0.358272514,0.284487952,8.864560978,549787.2721,-28.1903488,1.855253519,2.061812057,57.92879711,110.20%,4.020114458,110.10%,109.20%,104.90%,0.074190601,116.80%,,ECAL_Bloom(Prather)_20260224.csv,,303.8675526,,,,,,,0.000539526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
12,,,5,111.60%,2689.635031,739.992727,782.7002574,601.4109017,427.0180557,-254.3808136,1.929104123,3.125169011,19.36724398,1110.081342,0.429571088,2.186448123,6.165120178,24.52741768,0.265488192,3.996610848,0.360795147,0.258534973,8.905424682,564710.425,-77.37474347,1.986216387,1.886814904,59.45096787,108.90%,4.101308291,109.80%,107.60%,104.60%,0.071905754,115.50%,,ECAL_Bloom(Prather)_20260224.csv,,320.0682914,,,,,,,0.000530891,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,Mean:,113.70%,2650.478813,727.1776045,773.2721463,597.9589629,417.5918873,106.9094659,1.910840229,3.083935181,19.23810819,1116.931956,0.424064781,2.197652231,6.146021724,24.66001433,0.271147885,3.870204427,0.361800016,0.245614148,8.866840798,557828.6813,-53.92458915,1.660845916,1.984665024,58.2389962,108.70%,4.064609799,109.80%,108.30%,104.60%,0.072951616,116.60%,,ECAL_Bloom(Prather)_20260224.csv,,310.5751034,,,,,,,0.000538149,
,,,RSD [%]:,1.717938861,1.891581471,1.57838679,1.367615737,0.907660721,1.520866423,332.350439,1.177129295,0.96567433,1.196559087,0.716166926,2.354512417,1.421232293,1.182150944,1.529365816,2.12827758,8.23164549,2.210703634,14.17346289,1.79368251,1.617701942,67.4712227,16.98380524,4.380884382,1.506098326,0.888973074,0.959640211,0.91786151,0.666110433,0.409094999,1.362845015,0.710314274,,ECAL_Bloom(Prather)_20260224.csv,,2.107597878,,,,,,,1.58418465,
,,,SD:,2.00%,50.13596611,11.47767525,10.57539156,5.427438636,6.351014799,355.3140794,0.02249306,0.02978077,0.230195332,7.999097249,0.009984658,0.031233743,0.072655254,0.377141829,0.00577078,0.318581508,0.007998326,0.03481203,0.159042973,9024.00541,36.38357964,0.282074836,0.08694588,0.877136547,1.00%,0.03900563,1.00%,0.70%,0.40%,0.000994217,0.80%,,ECAL_Bloom(Prather)_20260224.csv,,6.54567429,,,,,,,8.53E-06,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
No,,Sample Type,Label,6Li (KED),23Na (KED) [ppb],24Mg (KED) [ppb],27Al (KED) [ppb],39K (KED) [ppb],44Ca (KED) [ppb],32S (KED) [ppb],51V (KED) [ppb],52Cr (KED) [ppb],55Mn (KED) [ppb],57Fe (KED) [ppb],59Co (KED) [ppb],60Ni (KED) [ppb],63Cu (KED) [ppb],66Zn (KED) [ppb],71Ga (KED) [ppb],72Ge (KED) [ppb],75As (KED) [ppb],77Se (KED) [ppb],88Sr (KED) [ppb],95Mo (KED) [ppb],105Pd (KED) [ppb],107Ag (KED) [ppb],111Cd (KED) [ppb],182W (KED) [ppb],45Sc (KED),208Pb (KED) [ppb],89Y (KED),113In (KED),209Bi (KED),238U (KED) [ppb],159Tb (KED),,ECAL_Bloom(Prather)_20260224.csv,,31P (KED) [ppb],,,,,,,232Th (KED) [ppm],
13,,UNKNOWN,916AMC_air,113.70%,10280.62748,1176.497354,139.4159363,375.212153,365.5265569,-16.84402165,0.190090033,2.058750024,1.710732887,96.69365794,0.054462138,1.526452657,1.670993065,22.94544443,0.031499749,0.468570282,0.078513919,0.042411152,9.187015624,128919.0404,-47.32016985,2.410023572,0.378918098,13.52110936,109.10%,0.807227282,110.40%,107.30%,100.50%,0.014948636,114.90%,,ECAL_Bloom(Prather)_20260224.csv,,790.714481,,,,,,,0.000167783,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
13,,,1,114.00%,10134.54472,1154.268372,138.6199505,370.8884526,358.6456438,441.0413716,0.181315104,2.056469878,1.690311909,95.5760228,0.055244482,1.548781052,1.655219108,22.58657017,0.030898748,0.339790649,0.08087331,0.033373554,8.96392577,133212.258,-68.66689478,1.871376018,0.408901614,13.09744045,110.00%,0.79468488,110.50%,107.10%,102.50%,0.013671378,114.90%,,ECAL_Bloom(Prather)_20260224.csv,,791.4064664,,,,,,,0.000164585,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECAL_Bloom(Prather)_20260224.csv,,,,,,,,,,
